user_id,arrays_solved,graphs_solved,dp_solved,trees_solved,strings_solved,math_solved,avg_attempts,acceptance_rate,weak_topic
552,45,2,5,35,18,2,4.32,0.89,math
553,17,7,3,12,29,12,3.3,0.4,dp
554,6,17,4,32,2,10,4.79,0.8,strings
555,50,18,16,28,2,18,2.93,0.38,strings
556,43,14,37,1,30,3,2.03,0.49,trees
557,44,7,20,26,22,2,3.14,0.73,math
558,18,2,25,21,4,17,4.73,0.56,graphs
559,36,2,11,12,31,23,1.8,0.75,graphs
560,14,5,15,22,9,24,1.43,0.89,graphs
561,31,19,0,34,2,4,2.48,0.44,math
562,31,5,4,17,25,7,4.0,0.3,dp
563,30,30,34,1,32,11,2.57,0.71,trees
564,7,22,33,3,20,22,1.03,0.71,trees
565,6,10,23,16,4,17,2.05,0.4,strings
566,23,5,3,27,13,13,3.8,0.48,dp
567,28,5,2,8,36,21,1.91,0.27,dp
568,35,0,24,12,9,25,4.84,0.31,graphs
569,26,2,8,33,34,23,2.26,0.56,graphs
570,36,1,25,6,3,5,1.24,0.81,strings
571,6,14,21,16,23,2,3.24,0.9,math
572,1,13,5,22,43,19,1.8,0.63,dp
573,11,24,18,22,3,21,3.04,0.78,strings
574,2,19,18,29,40,4,4.47,0.68,arrays
575,40,19,36,2,4,2,1.65,0.37,trees
576,18,22,17,25,17,5,4.12,0.9,math
577,33,30,28,26,1,5,4.42,0.29,strings
578,16,30,5,13,10,3,1.41,0.25,math
579,3,0,25,33,5,3,2.05,0.32,strings
580,19,7,15,1,28,20,1.51,0.6,trees
581,2,21,22,20,30,14,4.9,0.61,arrays
582,28,4,34,11,4,19,2.83,0.76,strings
583,33,20,40,0,19,11,2.93,0.37,trees
584,19,11,26,1,9,9,1.04,0.59,trees
585,18,15,0,0,44,15,4.79,0.56,dp
586,18,19,14,3,35,11,1.75,0.86,trees
587,15,5,24,4,14,8,1.32,0.67,trees
588,44,21,17,18,1,23,3.13,0.4,strings
589,4,4,18,7,40,14,3.47,0.4,arrays
590,12,10,1,2,3,17,1.09,0.93,trees
591,8,22,2,0,14,2,1.6,0.57,dp
592,19,25,31,1,29,22,4.17,0.45,trees
593,2,24,25,4,34,15,1.73,0.87,arrays
594,0,3,15,3,28,7,3.95,0.23,trees
595,49,3,33,13,30,2,3.73,0.43,math
596,40,1,2,35,33,3,2.01,0.68,graphs
597,3,27,2,7,15,20,2.74,0.21,dp
598,7,12,15,0,4,18,4.13,0.56,strings
599,23,5,5,15,10,15,1.37,0.66,graphs
600,4,11,9,34,6,4,2.95,0.44,arrays
601,48,11,28,12,1,2,2.51,0.74,math
602,1,22,28,35,18,17,3.79,0.34,arrays
603,22,10,29,17,3,17,1.64,0.6,strings
604,16,17,1,29,0,24,3.55,0.48,dp
605,3,27,23,15,20,23,1.25,0.93,arrays
606,33,2,31,35,9,19,2.13,0.51,graphs
607,3,16,4,2,8,5,4.49,0.35,arrays
608,6,2,36,24,42,15,3.1,0.73,graphs
609,0,7,38,4,0,6,3.62,0.9,arrays
610,40,1,23,4,26,11,4.18,0.24,trees
611,33,1,5,19,4,6,4.84,0.27,dp
612,34,1,12,12,33,21,2.0,0.67,graphs
613,47,17,26,6,5,18,2.43,0.54,strings
614,6,5,11,4,25,16,2.35,0.32,trees
615,22,28,20,5,20,11,2.65,0.67,trees
616,38,7,2,34,13,12,4.06,0.89,dp
617,28,14,2,0,2,9,3.38,0.59,dp
618,2,7,13,20,1,24,4.29,0.72,arrays
619,32,17,36,9,2,1,2.84,0.32,strings
620,37,7,1,16,19,2,3.28,0.63,dp
621,4,23,20,30,11,4,4.3,0.72,math
622,2,20,19,2,36,12,1.31,0.24,arrays
623,27,13,5,14,41,19,4.71,0.68,dp
624,3,9,33,5,20,17,3.26,0.45,trees
625,9,2,25,28,38,18,3.02,0.37,graphs
626,9,4,21,2,30,18,3.98,0.61,trees
627,5,16,27,8,8,15,3.24,0.57,arrays
628,12,17,39,33,2,7,1.29,0.78,strings
629,36,2,7,26,27,4,2.39,0.44,math
630,1,24,19,10,22,4,4.29,0.8,math
631,28,0,14,12,43,11,1.62,0.75,graphs
632,2,1,15,9,18,0,2.37,0.8,arrays
633,30,0,21,2,34,6,1.82,0.59,trees
634,30,19,9,1,2,18,4.62,0.6,strings
635,3,3,12,17,3,14,3.62,0.21,graphs
636,17,21,23,6,1,1,4.47,0.69,math
637,32,22,6,4,31,19,3.13,0.34,trees
638,35,29,1,5,15,16,2.22,0.57,trees
639,1,4,22,22,40,9,1.94,0.93,graphs
640,3,20,2,24,1,17,4.8,0.37,dp
641,42,4,5,1,33,21,3.45,0.67,trees
642,15,18,9,1,19,19,2.32,0.61,trees
643,8,18,34,12,8,1,3.75,0.87,math
644,49,4,36,0,20,2,3.23,0.91,trees
645,20,5,9,1,20,13,4.84,0.43,graphs
646,47,8,9,12,6,4,1.74,0.77,math
647,17,19,36,14,0,7,1.92,0.22,strings
648,49,15,8,32,38,3,3.85,0.48,math
649,30,4,10,2,14,1,2.63,0.93,trees
650,14,23,12,4,4,5,4.71,0.94,trees
651,44,10,29,3,27,12,4.1,0.66,trees
652,20,12,39,34,33,4,4.5,0.79,math
653,4,14,2,15,33,17,2.58,0.75,arrays
654,33,24,40,2,12,9,2.76,0.86,trees
655,10,13,18,5,44,16,4.61,0.55,trees
656,5,23,32,4,11,24,3.34,0.87,trees
657,25,1,20,28,1,5,2.81,0.87,graphs
658,5,8,20,3,45,23,1.49,0.29,trees
659,23,2,33,24,32,3,4.8,0.48,math
660,3,5,21,9,10,4,1.72,0.73,arrays
661,19,23,1,18,40,5,1.47,0.3,dp
662,0,24,16,0,29,15,4.42,0.61,arrays
663,31,7,13,30,0,13,2.77,0.65,strings
664,35,2,39,35,13,1,1.74,0.24,graphs
665,1,27,2,19,21,2,1.2,0.51,arrays
666,43,0,39,35,11,14,4.0,0.47,graphs
667,0,9,20,23,24,2,4.03,0.83,arrays
668,30,4,1,17,21,16,2.66,0.36,dp
669,3,3,36,33,5,15,3.9,0.65,strings
670,27,19,1,16,33,18,4.98,0.47,dp
671,36,15,33,31,5,25,1.72,0.66,strings
672,12,0,1,1,29,20,4.19,0.75,dp
673,26,13,2,21,5,17,4.22,0.36,strings
674,44,0,16,4,19,9,3.03,0.44,graphs
675,1,10,21,25,36,19,4.84,0.82,arrays
676,21,29,3,30,2,20,1.54,0.32,dp
677,21,14,26,3,4,9,3.26,0.71,strings
678,1,6,36,21,0,2,4.88,0.41,strings
679,24,20,2,10,36,19,2.56,0.65,dp
680,20,22,2,17,26,3,2.99,0.38,math
681,13,16,0,11,7,11,4.14,0.78,dp
682,32,0,30,4,9,6,2.36,0.56,trees
683,49,10,0,6,33,21,4.97,0.35,dp
684,24,22,33,4,0,9,4.73,0.72,trees
685,4,14,2,6,33,24,3.64,0.43,arrays
686,40,28,3,20,12,6,2.15,0.6,dp
687,7,8,9,10,17,4,1.06,0.67,math
688,2,17,22,35,20,8,1.57,0.73,arrays
689,15,5,4,19,0,10,3.16,0.24,strings
690,43,1,6,4,3,2,2.71,0.33,trees
691,40,26,28,22,5,10,4.27,0.73,strings
692,5,29,29,8,3,25,4.68,0.55,strings
693,43,20,2,30,14,7,1.57,0.87,dp
694,25,5,2,20,29,15,1.12,0.56,dp
695,29,27,10,3,22,19,3.3,0.58,trees
696,50,3,20,35,41,3,4.17,0.6,math
697,26,7,39,15,2,5,4.9,0.49,strings
698,44,1,27,27,36,25,2.37,0.72,graphs
699,42,2,36,31,7,0,3.38,0.44,math
700,11,9,25,3,38,3,3.74,0.65,trees
701,31,20,5,5,13,4,4.55,0.88,dp
702,1,4,9,28,34,9,2.56,0.63,arrays
703,43,3,20,19,36,25,4.65,0.43,graphs
704,22,2,37,0,39,2,2.62,0.3,math
705,0,28,35,3,0,22,3.24,0.93,arrays
706,1,7,3,25,40,10,3.85,0.5,dp
707,13,21,11,30,2,6,3.22,0.83,strings
708,9,9,8,3,0,2,3.59,0.31,trees
709,27,4,5,8,41,5,2.66,0.54,math
710,27,19,11,29,2,13,3.21,0.54,strings
711,11,4,38,0,36,15,4.39,0.38,graphs
712,26,29,0,23,2,1,3.27,0.73,dp
713,30,30,5,9,0,24,4.12,0.55,strings
714,39,2,15,30,5,23,3.65,0.7,strings
715,34,25,37,19,39,0,4.61,0.6,math
716,29,16,30,2,26,11,4.84,0.8,trees
717,2,1,38,19,36,8,1.25,0.55,graphs
718,3,21,18,1,2,15,1.33,0.58,strings
719,8,19,4,17,16,0,3.97,0.65,dp
720,9,21,28,23,11,1,4.13,0.38,math
721,2,10,5,9,3,4,4.35,0.76,strings
722,15,21,28,5,13,18,3.94,0.46,trees
723,48,26,5,3,10,14,2.59,0.43,dp
724,14,12,24,30,2,4,3.12,0.53,strings
725,24,21,20,2,43,1,1.39,0.6,trees
726,39,29,17,4,17,8,4.21,0.39,trees
727,29,24,15,2,33,10,3.71,0.94,trees
728,0,21,0,4,3,13,1.39,0.28,strings
729,14,23,4,16,12,1,1.09,0.27,dp
730,13,30,38,7,45,3,1.35,0.65,math
731,48,28,36,11,7,5,1.74,0.42,math
732,1,14,17,27,44,21,4.08,0.44,arrays
733,2,24,3,24,24,10,4.98,0.39,arrays
734,28,1,31,12,39,12,1.71,0.57,graphs
735,49,13,13,6,0,22,2.04,0.23,strings
736,46,8,28,1,0,4,3.61,0.2,strings
737,24,8,9,21,25,3,1.01,0.73,math
738,27,12,4,3,14,0,2.54,0.72,trees
739,5,17,22,21,43,9,2.6,0.67,arrays
740,1,17,21,5,29,24,4.07,0.69,arrays
741,2,30,24,12,5,22,2.56,0.28,strings
742,31,2,4,28,12,4,1.14,0.22,dp
743,31,3,4,34,41,9,3.0,0.92,graphs
744,5,10,3,21,2,12,1.47,0.81,arrays
745,29,30,34,9,1,7,4.7,0.23,strings
746,41,0,30,5,15,22,3.6,0.21,trees
747,0,26,6,29,39,5,4.34,0.25,arrays
748,5,19,39,14,4,25,1.81,0.45,arrays
749,25,10,7,34,8,0,4.35,0.79,math
750,11,10,4,7,2,4,4.03,0.33,strings
751,10,14,15,2,3,3,4.16,0.67,strings
752,1,5,31,5,0,0,1.72,0.27,graphs
753,18,13,30,8,3,4,3.56,0.59,strings
754,11,2,2,11,45,15,3.45,0.27,graphs
755,26,0,4,15,12,3,4.95,0.93,dp
756,48,17,0,14,29,24,3.51,0.36,dp
757,7,0,9,30,31,5,1.64,0.89,graphs
758,23,9,13,27,16,3,3.47,0.87,math
759,0,23,3,34,11,5,4.14,0.56,arrays
760,1,23,28,20,26,6,3.99,0.87,arrays
761,3,7,6,15,26,6,2.5,0.37,arrays
762,31,1,27,9,1,19,2.82,0.49,strings
763,46,6,40,4,17,6,2.34,0.22,trees
764,2,4,7,29,29,13,1.68,0.46,arrays
765,10,25,40,10,4,17,4.42,0.26,strings
766,13,18,30,1,17,0,3.92,0.75,trees
767,20,3,37,14,37,4,4.66,0.87,graphs
768,5,15,32,2,27,16,2.58,0.81,arrays
769,1,15,15,5,35,24,1.05,0.75,arrays
770,22,3,15,5,1,15,3.68,0.32,graphs
771,47,18,1,29,1,24,1.55,0.73,strings
772,40,14,4,0,40,2,2.54,0.72,dp
773,4,13,17,34,36,25,1.83,0.71,arrays
774,47,29,2,32,43,11,4.55,0.28,dp
775,39,1,23,5,11,20,3.24,0.25,trees
776,8,4,15,34,7,20,2.91,0.9,graphs
777,13,24,14,20,22,0,3.01,0.52,math
778,4,11,28,31,32,16,4.32,0.55,arrays
779,34,28,18,28,39,0,4.2,0.91,math
780,29,1,5,25,11,9,4.83,0.26,graphs
781,7,22,2,31,9,6,3.08,0.67,dp
782,43,17,8,2,22,13,2.78,0.68,trees
783,4,5,14,33,41,10,2.65,0.46,graphs
784,31,18,2,35,28,14,2.22,0.3,dp
785,50,2,14,30,23,9,4.08,0.24,graphs
786,29,30,5,10,45,17,2.14,0.93,dp
787,42,25,9,10,15,1,1.16,0.44,math
788,16,11,11,2,35,22,1.14,0.44,trees
789,23,3,34,10,34,9,1.49,0.22,graphs
790,29,5,20,9,0,23,3.18,0.58,graphs
791,18,15,18,9,36,5,4.63,0.53,math
792,4,15,2,8,43,17,1.47,0.22,arrays
793,28,1,5,20,3,19,3.57,0.64,graphs
794,12,0,4,34,28,21,3.69,0.27,dp
795,12,15,20,3,3,21,2.44,0.31,trees
796,24,11,4,18,22,11,2.23,0.53,dp
797,3,23,28,26,28,9,1.66,0.75,arrays
798,26,4,37,5,9,4,2.21,0.94,math
799,4,29,3,24,5,0,2.64,0.89,dp
800,35,3,36,8,12,5,4.33,0.42,graphs
801,0,26,37,19,31,17,3.96,0.37,arrays
802,16,1,40,30,7,20,3.66,0.42,graphs
803,44,20,15,0,7,24,2.11,0.95,trees
804,47,11,37,30,3,13,4.47,0.67,strings
805,7,11,32,1,16,3,3.33,0.31,math
806,8,11,10,3,17,2,2.68,0.88,math
807,0,9,33,4,32,6,4.07,0.34,arrays
808,48,5,34,20,5,21,4.2,0.4,strings
809,23,3,34,22,9,3,1.55,0.41,math
810,21,29,10,4,13,4,3.01,0.82,trees
811,44,26,33,34,3,17,3.81,0.8,strings
812,4,3,8,3,30,11,2.25,0.47,trees
813,33,24,21,11,1,9,1.12,0.81,strings
814,44,5,14,19,8,6,1.52,0.26,graphs
815,4,0,30,27,2,6,1.43,0.79,arrays
816,3,15,7,16,0,2,2.21,0.21,strings
817,5,6,37,12,11,21,2.41,0.27,arrays
818,37,11,4,10,32,24,3.91,0.38,dp
819,1,26,37,0,33,6,3.86,0.92,arrays
820,0,23,6,13,1,22,2.9,0.72,strings
821,43,30,6,3,22,12,2.7,0.59,trees
822,5,10,7,29,7,16,1.54,0.77,arrays
823,35,23,4,5,20,15,1.46,0.41,dp
824,19,21,28,14,35,1,2.16,0.84,math
825,3,30,23,11,0,21,2.97,0.28,arrays
826,42,21,5,7,0,12,2.6,0.64,strings
827,10,2,23,12,21,0,3.38,0.94,math
828,27,5,31,17,45,24,3.33,0.4,graphs
829,22,15,38,0,31,16,2.12,0.78,trees
830,0,15,31,14,40,4,1.12,0.75,arrays
831,43,0,11,4,38,21,2.31,0.43,trees
832,4,2,33,31,29,6,2.17,0.57,arrays
833,34,10,0,34,1,24,1.13,0.52,dp
834,28,10,24,2,29,1,1.13,0.62,trees
835,10,15,27,8,19,4,2.56,0.77,math
836,31,21,35,34,36,4,2.9,0.84,math
837,2,8,31,24,39,21,2.41,0.93,arrays
838,5,18,2,8,23,11,4.24,0.64,arrays
839,24,3,1,22,22,13,2.41,0.7,dp
840,41,1,37,5,44,2,4.48,0.29,graphs
841,2,10,2,29,42,13,3.27,0.88,arrays
842,0,15,37,1,20,12,3.28,0.44,arrays
843,6,22,13,1,31,16,4.25,0.7,trees
844,19,11,27,12,4,20,4.39,0.79,strings
845,18,0,3,19,36,12,4.22,0.67,graphs
846,37,3,37,21,17,3,3.27,0.6,math
847,22,2,4,19,32,25,2.2,0.7,graphs
848,26,0,16,32,29,21,4.05,0.34,graphs
849,45,16,11,31,13,3,4.85,0.76,math
850,40,17,2,27,36,23,3.51,0.59,dp
851,9,7,9,0,27,13,2.27,0.82,trees
852,13,27,26,17,18,1,1.64,0.72,math
853,15,3,9,3,1,7,4.19,0.43,trees
854,27,13,2,12,2,8,1.55,0.39,strings
855,35,5,2,31,1,4,4.44,0.26,math
856,4,28,5,23,42,21,4.54,0.5,dp
857,15,4,36,32,7,16,3.66,0.64,graphs
858,31,28,4,15,38,3,4.09,0.44,dp
859,24,25,15,27,13,2,1.43,0.36,math
860,26,8,37,2,31,17,2.5,0.91,trees
861,27,15,15,17,2,11,2.9,0.48,strings
862,5,30,38,2,42,25,4.76,0.72,arrays
863,16,0,24,19,40,22,2.45,0.81,graphs
864,15,27,28,24,2,12,4.71,0.89,strings
865,5,7,19,13,10,14,3.53,0.86,arrays
866,50,1,17,2,31,15,3.95,0.89,trees
867,27,28,6,10,44,4,3.03,0.46,math
868,35,23,20,29,44,1,4.05,0.68,math
869,28,25,8,0,25,0,3.51,0.44,math
870,3,7,33,8,38,21,2.64,0.9,arrays
871,47,4,16,1,43,18,4.31,0.8,trees
872,4,11,11,25,24,18,1.9,0.91,arrays
873,39,20,14,5,29,0,2.05,0.84,math
874,39,13,38,4,9,2,4.83,0.33,trees
875,1,22,33,27,29,21,2.98,0.37,arrays
876,50,1,18,31,24,4,2.73,0.35,graphs
877,46,21,2,26,11,13,4.17,0.22,dp
878,39,3,15,23,37,21,3.59,0.26,graphs
879,20,2,25,13,45,12,3.83,0.75,graphs
880,4,17,3,3,21,7,2.88,0.47,arrays
881,38,22,2,0,16,3,3.48,0.43,math
882,23,4,35,2,37,2,2.04,0.58,math
883,8,2,20,1,27,4,2.04,0.43,trees
884,17,23,23,2,18,8,3.45,0.77,trees
885,20,13,10,20,5,24,4.8,0.62,strings
886,28,1,12,9,3,1,1.73,0.55,math
887,29,13,7,31,2,3,2.43,0.73,math
888,31,3,9,1,22,2,1.81,0.41,trees
889,32,26,17,13,37,3,3.1,0.63,math
890,0,24,31,6,21,0,2.14,0.94,arrays
891,23,18,6,5,9,0,1.32,0.82,trees
892,29,20,17,2,21,1,3.62,0.91,trees
893,46,29,36,8,13,0,4.21,0.41,math
894,4,17,38,24,5,3,2.02,0.38,math
895,5,27,13,10,24,24,2.61,0.69,arrays
896,7,0,31,27,19,21,3.41,0.47,graphs
897,32,6,0,28,24,15,2.07,0.65,dp
898,23,19,11,3,40,13,1.37,0.59,trees
899,14,20,9,31,33,3,3.59,0.26,math
900,5,29,30,1,9,4,3.74,0.43,trees
901,27,9,36,3,4,2,4.67,0.59,strings
902,26,3,29,0,22,8,3.34,0.78,trees
903,5,21,29,11,11,12,1.18,0.51,arrays
904,20,18,1,28,39,25,2.06,0.93,dp
905,11,3,38,16,43,3,2.74,0.21,graphs
906,4,5,30,29,44,12,4.48,0.92,arrays
907,31,9,39,23,44,2,4.85,0.71,math
908,0,4,0,12,7,0,3.78,0.34,arrays
909,30,0,9,15,27,20,4.43,0.6,graphs
910,49,14,5,30,27,0,1.47,0.88,dp
911,28,30,31,30,1,4,3.34,0.35,math
912,3,10,0,3,40,22,2.73,0.51,trees
913,37,19,35,18,2,5,2.6,0.59,math
914,43,28,31,14,2,1,3.11,0.52,strings
915,4,8,26,30,3,15,3.49,0.68,strings
916,27,0,10,18,12,1,2.38,0.37,math
917,43,10,38,29,3,9,3.89,0.49,strings
918,41,23,23,30,10,0,1.83,0.72,math
919,30,4,11,12,10,3,2.97,0.8,math
920,15,6,1,3,1,11,4.52,0.47,dp
921,32,1,4,21,27,3,3.47,0.29,graphs
922,16,10,22,4,35,8,4.59,0.84,trees
923,42,3,3,28,4,24,1.44,0.28,strings
924,50,27,6,35,1,16,1.42,0.67,strings
925,10,23,5,28,32,15,3.93,0.27,dp
926,21,26,0,7,12,14,4.88,0.78,dp
927,30,3,18,32,10,2,2.06,0.74,graphs
928,40,21,3,9,33,13,4.15,0.3,dp
929,26,28,29,0,43,11,4.77,0.53,trees
930,33,30,4,5,21,3,2.61,0.78,math
931,5,24,2,9,36,1,4.91,0.94,arrays
932,18,13,25,35,0,23,3.97,0.88,strings
933,33,19,4,25,28,20,1.82,0.61,dp
934,28,22,22,25,12,3,1.34,0.6,math
935,46,23,8,33,34,2,1.85,0.58,math
936,21,24,40,10,2,0,4.56,0.6,strings
937,49,5,27,32,7,23,1.24,0.48,graphs
938,22,3,3,7,2,9,3.29,0.2,strings
939,47,5,36,34,38,7,2.4,0.41,graphs
940,43,4,24,33,2,3,2.31,0.64,strings
941,6,4,27,3,5,2,1.25,0.87,trees
942,28,2,23,33,25,18,3.24,0.78,graphs
943,31,20,27,28,1,15,3.93,0.51,strings
944,32,5,31,29,8,22,3.05,0.6,graphs
945,29,3,2,10,35,11,4.69,0.29,graphs
946,2,11,36,18,2,16,1.61,0.48,arrays
947,18,15,2,9,9,25,3.36,0.24,dp
948,13,5,3,0,7,17,2.39,0.85,dp
949,36,9,36,4,21,25,2.51,0.83,trees
950,48,2,32,29,28,21,2.8,0.85,graphs
951,0,21,39,26,24,7,4.6,0.45,arrays
952,28,23,17,5,10,5,1.1,0.67,math
953,35,20,0,35,5,6,4.82,0.61,dp
954,33,6,30,32,0,3,3.63,0.6,strings
955,50,6,4,28,5,25,3.13,0.44,dp
956,2,27,1,21,27,5,2.66,0.84,arrays
957,16,2,7,0,34,5,2.14,0.34,trees
958,19,5,26,10,3,19,4.84,0.34,graphs
959,0,12,6,20,9,13,4.57,0.39,arrays
960,0,7,38,15,31,16,4.01,0.49,arrays
961,3,10,1,35,26,2,2.94,0.51,dp
962,2,17,37,6,15,24,3.22,0.79,arrays
963,26,14,5,32,1,25,4.87,0.48,strings
964,34,4,27,35,28,1,1.0,0.55,graphs
965,41,5,3,3,30,8,3.39,0.83,dp
966,40,6,0,32,18,1,1.65,0.6,dp
967,5,12,4,8,35,8,4.51,0.36,dp
968,43,30,2,16,45,14,2.09,0.7,dp
969,13,14,4,21,1,22,1.53,0.89,dp
970,0,28,0,3,26,17,4.58,0.73,trees
971,5,25,4,34,3,21,2.78,0.29,strings
972,22,12,11,0,0,14,2.48,0.34,strings
973,47,5,17,22,12,2,4.27,0.67,graphs
974,14,1,23,2,17,15,4.62,0.73,graphs
975,4,26,40,25,7,8,3.28,0.57,arrays
976,42,2,36,11,4,18,1.51,0.25,graphs
977,14,28,33,17,5,21,1.09,0.93,strings
978,39,8,35,29,0,13,3.56,0.91,strings
979,27,27,4,17,7,21,3.07,0.57,dp
980,1,7,3,17,26,17,2.8,0.2,arrays
981,5,28,1,1,14,22,2.7,0.26,dp
982,10,0,19,4,40,20,1.39,0.56,graphs
983,40,29,21,16,0,3,2.89,0.92,strings
984,33,25,3,4,38,19,2.75,0.27,dp
985,7,2,3,2,1,10,4.56,0.72,strings
986,2,1,19,27,4,3,3.71,0.62,arrays
987,25,3,39,3,14,19,4.15,0.67,trees
988,29,25,27,3,21,20,4.75,0.79,trees
989,21,18,12,6,1,0,3.38,0.25,strings
990,8,20,32,16,1,13,2.93,0.67,strings
991,8,5,2,3,8,9,3.34,0.58,graphs
992,19,18,2,9,9,15,2.23,0.46,dp
993,0,18,9,3,15,16,4.28,0.62,arrays
994,22,6,12,5,4,10,1.76,0.56,trees
995,38,22,21,3,39,9,2.67,0.32,trees
996,3,7,0,14,44,7,2.87,0.36,arrays
997,49,30,21,24,13,2,1.74,0.94,math
998,4,11,1,35,7,4,2.16,0.35,arrays
999,2,0,1,12,18,5,1.88,0.4,dp
1000,35,7,0,12,1,5,4.37,0.88,dp
